1263865684	20250918	202509	2025	2025.7068											EDU	UNIVERSITY						EDU			0	141	141	14	3	-6.5	4	1	4	-2.77777777777778	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250918141500	https://www.theweek.in/news/entertainment/2025/09/18/from-race-2-to-spirit-to-kalki-2898-sequel-5-major-deepika-padukone-controversies-that-went-viral.html
1263865685	20250918	202509	2025	2025.7068											EGY	SINAI	EGY								0	036	036	03	1	4.0	8	1	8	-1.24716553287982	0								1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	20250918141500	https://americanisraelite.com/parshat-nitzavim-deuteronomy-299-3020/
1263865686	20250918	202509	2025	2025.7068											EGY	SINAI	EGY								0	036	036	03	1	4.0	2	1	2	-1.24716553287982	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250918141500	https://americanisraelite.com/parshat-nitzavim-deuteronomy-299-3020/
1263865687	20250918	202509	2025	2025.7068											GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	2	1	2	2.86103542234332	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250918141500	https://fox17.com/news/nation-world/president-donald-trumps-united-kingdom-britain-visit-culminates-with-tech-deal-and-talks-with-prime-minister-keir-starmer-king-charles-iii-windsor-london-investment-artificial-intelligence-nuclear-energy-gaza-ukraine
1263865688	20250918	202509	2025	2025.7068											GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	6	1	6	2.40137221269297	0								4	Brighton, Brighton and Hove, United Kingdom	UK	UKB6	40137	50.8333	-0.15	-2590884	4	Brighton, Brighton and Hove, United Kingdom	UK	UKB6	40137	50.8333	-0.15	-2590884	20250918141500	https://www.mirror.co.uk/lifestyle/travel/im-canadian-living-uk-theres-35925549
1263865689	20250918	202509	2025	2025.7068											GBR	WALES	GBR								1	046	046	04	1	7.0	6	1	6	2.86103542234332	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250918141500	https://fox17.com/news/nation-world/president-donald-trumps-united-kingdom-britain-visit-culminates-with-tech-deal-and-talks-with-prime-minister-keir-starmer-king-charles-iii-windsor-london-investment-artificial-intelligence-nuclear-energy-gaza-ukraine
1263865690	20250918	202509	2025	2025.7068											GBRCOP	UNITED KINGDOM	GBR					COP			0	043	043	04	1	2.8	6	1	6	-4.76190476190477	0								5	Cambridgeshire, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.3333	0.083333	-2591659	5	Cambridgeshire, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.3333	0.083333	-2591659	20250918141500	https://www.cambridge-news.co.uk/news/cambridge-news/woman-taken-hospital-after-multi-32501630
1263865691	20250918	202509	2025	2025.7068											GBRGOV	WELSH	GBR					GOV			1	112	112	11	3	-2.0	5	1	5	-3.28014184397163	0								0								0								20250918141500	https://wrexham.com/news/nhs-wales-waiting-list-tops-613000-as-over-8000-face-two-year-delays-277350.html
1263865692	20250918	202509	2025	2025.7068											GBRHLH	BIRMINGHAM	GBR					HLH			1	190	190	19	4	-10.0	5	1	5	-7.7720207253886	0								0								0								20250918141500	https://www.malverngazette.co.uk/news/25477313.upton-crash-driver-arrested-elderly-biker-injured/
1263865693	20250918	202509	2025	2025.7068											GOV	MAYOR						GOV			0	010	010	01	1	0.0	3	1	3	0.68807339449541	0								2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20250918141500	https://www.theintermountain.com/news/local-news/2025/09/groups-appeal-permit-decision-for-tucker-data-center/
1263865694	20250918	202509	2025	2025.7068											GOV	GOVERNMENT						GOV			0	030	030	03	1	4.0	10	1	10	3.69718309859155	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20250918141500	https://www.rigzone.com/news/blackstone_to_acquire_pennsylvania_gas_plant_for_1b-18-sep-2025-181830-article/
1263865695	20250918	202509	2025	2025.7068											GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	3	1	3	0	0								4	Muhuru, Mtwara, Tanzania	TZ	TZ11	48450	-10.3167	40	-2570532	4	Lake Victoria, Tanzania (general), Tanzania	TZ	TZ00	18585	-1	33	-2574551	20250918141500	https://www.standardmedia.co.ke/nyanza/article/2001529785/nlc-starts-compensation-process-in-muhuru-bay-pier-land-acquisition
