1273339250	20251110	202511	2025	2025.8493	BUS	COMPANIES						BUS			MLT	MALTA	MLT								1	010	010	01	1	0.0	2	1	2	-4.31848852901485	1	Libya	LY	LY		25	17	LY	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	20251110064500	https://timesofmalta.com/article/legal-battle-suspected-spy-role-company-linked-malta.1119309
1273339251	20251110	202511	2025	2025.8493	BUS	COMPANIES						BUS			MLT	MALTA	MLT								1	010	010	01	1	0.0	2	1	2	-4.31848852901485	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	20251110064500	https://timesofmalta.com/article/legal-battle-suspected-spy-role-company-linked-malta.1119309
1273339252	20251110	202511	2025	2025.8493	BUS	COMPANIES						BUS			MLT	MALTA	MLT								1	013	013	01	1	0.4	1	1	1	-4.31848852901485	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Malta	MT	MT		35.916667	14.433333	MT	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20251110064500	https://timesofmalta.com/article/legal-battle-suspected-spy-role-company-linked-malta.1119309
1273339253	20251110	202511	2025	2025.8493	BUS	COMPANIES						BUS			MLT	MALTA	MLT								1	013	013	01	1	0.4	1	1	1	-4.31848852901485	1	Libya	LY	LY		25	17	LY	1	Libya	LY	LY		25	17	LY	1	Libya	LY	LY		25	17	LY	20251110064500	https://timesofmalta.com/article/legal-battle-suspected-spy-role-company-linked-malta.1119309
1273339254	20251110	202511	2025	2025.8493	BUS	COMPANIES						BUS			MLT	MALTA	MLT								1	013	013	01	1	0.4	2	1	2	-4.31848852901485	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	20251110064500	https://timesofmalta.com/article/legal-battle-suspected-spy-role-company-linked-malta.1119309
1273339255	20251110	202511	2025	2025.8493	BUS	BANK						BUS			PAK	PAKISTAN	PAK								1	042	042	04	1	1.9	2	1	2	7.61245674740485	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20251110064500	https://propakistani.pk/2025/11/10/js-bank-partners-with-covalent-to-launch-the-next-generation-ai-chatbot-jsense-for-smarter-banking/
1273339256	20251110	202511	2025	2025.8493	BUS	CONGLOMERATE						BUS			PRK	GYEONGSANG	PRK								0	057	057	05	1	8.0	3	1	3	2.98165137614679	4	Gyeongju, Kyongsang-bukto, South Korea	KS	KS14	24982	35.8428	129.212	-710797	4	Gyeongju, Kyongsang-bukto, South Korea	KS	KS14	24982	35.8428	129.212	-710797	4	Gyeongju, Kyongsang-bukto, South Korea	KS	KS14	24982	35.8428	129.212	-710797	20251110064500	https://www.koreaherald.com/article/10612790
1273339257	20251110	202511	2025	2025.8493	BUS	AIRLINE						BUS			SGP	SINGAPORE	SGP								1	043	043	04	1	2.8	4	1	4	1.80685358255452	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20251110064500	https://simpleflying.com/emirates-airbus-a380-luxury-icon/
1273339258	20251110	202511	2025	2025.8493	BUS	BANK						BUS			USA	UNITED STATES	USA								0	010	010	01	1	0.0	1	1	1	3.53356890459364	3	Port Angeles, Washington, United States	US	USWA	WA009	48.1181	-123.431	1524581	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20251110064500	https://www.bellevuereporter.com/local-marketplace/beyond-the-bottom-line-why-local-banking-matters/
1273339259	20251110	202511	2025	2025.8493	BUS	BANK						BUS			USA	UNITED STATES	USA								0	010	010	01	1	0.0	1	1	1	3.53356890459364	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20251110064500	https://www.bellevuereporter.com/local-marketplace/beyond-the-bottom-line-why-local-banking-matters/
1273339260	20251110	202511	2025	2025.8493	CAN	CANADA	CAN																		0	010	010	01	1	0.0	1	1	1	-1.27334465195246	4	Great Lakes, Canada (general), Canada	CA	CA00	29913	45	-85	-565579	0								4	Great Lakes, Canada (general), Canada	CA	CA00	29913	45	-85	-565579	20251110064500	https://www.yahoo.com/entertainment/music/articles/gordon-lightfoot-haunting-tribute-wreck-010300146.html
1273339261	20251110	202511	2025	2025.8493	CAN	CANADA	CAN																		0	040	040	04	1	1.0	2	1	2	8.25496342737722	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	0								4	Kamloops, British Columbia, Canada	CA	CA02	12566	50.6667	-120.333	-566975	20251110064500	https://saobserver.net/sponsored-content/7-best-house-renovation-contractors-in-the-north-kootenays/
1273339262	20251110	202511	2025	2025.8493	CAN	CANADA	CAN																		0	040	040	04	1	1.0	6	1	4	8.25496342737722	4	Kamloops, British Columbia, Canada	CA	CA02	12566	50.6667	-120.333	-566975	0								4	Kamloops, British Columbia, Canada	CA	CA02	12566	50.6667	-120.333	-566975	20251110064500	https://saobserver.net/sponsored-content/7-best-house-renovation-contractors-in-the-north-kootenays/
1273339263	20251110	202511	2025	2025.8493	CAN	CANADA	CAN																		1	051	051	05	1	3.4	4	1	4	-1.27334465195246	4	Great Lakes, Canada (general), Canada	CA	CA00	29913	45	-85	-565579	0								4	Great Lakes, Canada (general), Canada	CA	CA00	29913	45	-85	-565579	20251110064500	https://www.yahoo.com/entertainment/music/articles/gordon-lightfoot-haunting-tribute-wreck-010300146.html
1273339264	20251110	202511	2025	2025.8493	CAN	CANADA	CAN																		1	080	080	08	2	5.0	4	1	4	-1.27334465195246	4	Great Lakes, Canada (general), Canada	CA	CA00	29913	45	-85	-565579	0								4	Great Lakes, Canada (general), Canada	CA	CA00	29913	45	-85	-565579	20251110064500	https://www.yahoo.com/entertainment/music/articles/gordon-lightfoot-haunting-tribute-wreck-010300146.html
1273339265	20251110	202511	2025	2025.8493	CAN	CANADA	CAN								GBR	UNITED KINGDOM	GBR								1	040	040	04	1	1.0	2	1	2	8.25496342737722	4	Kamloops, British Columbia, Canada	CA	CA02	12566	50.6667	-120.333	-566975	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20251110064500	https://saobserver.net/sponsored-content/7-best-house-renovation-contractors-in-the-north-kootenays/
1273339266	20251110	202511	2025	2025.8493	CAN	CANADA	CAN								MIL	CAPTAIN						MIL			0	010	010	01	1	0.0	3	1	3	-1.27334465195246	4	Great Lakes, Canada (general), Canada	CA	CA00	29913	45	-85	-565579	4	Great Lakes, Canada (general), Canada	CA	CA00	29913	45	-85	-565579	4	Great Lakes, Canada (general), Canada	CA	CA00	29913	45	-85	-565579	20251110064500	https://www.yahoo.com/entertainment/music/articles/gordon-lightfoot-haunting-tribute-wreck-010300146.html
1273339267	20251110	202511	2025	2025.8493	CAN	CANADA	CAN								USAMED	THE ASSOCIATED PRESS	USA					MED			0	010	010	01	1	0.0	2	1	2	-1.27334465195246	4	Whitefish Bay, Ontario, Canada	CA	CA08	12683	46.0833	-81.8333	-566692	4	Great Lakes, Canada (general), Canada	CA	CA00	29913	45	-85	-565579	4	Great Lakes, Canada (general), Canada	CA	CA00	29913	45	-85	-565579	20251110064500	https://www.yahoo.com/entertainment/music/articles/gordon-lightfoot-haunting-tribute-wreck-010300146.html
1273339268	20251110	202511	2025	2025.8493	CAN	CANADA	CAN								USAMED	THE ASSOCIATED PRESS	USA					MED			0	010	010	01	1	0.0	2	1	2	-1.27334465195246	4	Whitefish Bay, Ontario, Canada	CA	CA08	12683	46.0833	-81.8333	-566692	4	Whitefish Bay, Ontario, Canada	CA	CA08	12683	46.0833	-81.8333	-566692	4	Whitefish Bay, Ontario, Canada	CA	CA08	12683	46.0833	-81.8333	-566692	20251110064500	https://www.yahoo.com/entertainment/music/articles/gordon-lightfoot-haunting-tribute-wreck-010300146.html
1273339269	20251110	202511	2025	2025.8493	CHE	SWITZERLAND	CHE																		1	010	010	01	1	0.0	4	1	4	13.6200716845878	1	Switzerland	SZ	SZ		47	8	SZ	0								1	Switzerland	SZ	SZ		47	8	SZ	20251110064500	https://www.campaignindia.in:443/article/swiss-beauty-launches-we-got-you-girl-celebrating-expressive-femininity/505688
1273339270	20251110	202511	2025	2025.8493	CHE	SWISS	CHE																		1	020	020	02	1	3.0	5	1	5	13.6200716845878	1	Switzerland	SZ	SZ		47	8	SZ	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20251110064500	https://www.campaignindia.in:443/article/swiss-beauty-launches-we-got-you-girl-celebrating-expressive-femininity/505688
1273339271	20251110	202511	2025	2025.8493	CHE	SWISS	CHE																		1	111	111	11	3	-2.0	7	1	7	13.6200716845878	1	Switzerland	SZ	SZ		47	8	SZ	0								1	Switzerland	SZ	SZ		47	8	SZ	20251110064500	https://www.campaignindia.in:443/article/swiss-beauty-launches-we-got-you-girl-celebrating-expressive-femininity/505688
1273339272	20251110	202511	2025	2025.8493	CHEGOV	SWITZERLAND	CHE					GOV													1	051	051	05	1	3.4	1	1	1	13.6200716845878	1	Switzerland	SZ	SZ		47	8	SZ	0								1	Switzerland	SZ	SZ		47	8	SZ	20251110064500	https://www.campaignindia.in:443/article/swiss-beauty-launches-we-got-you-girl-celebrating-expressive-femininity/505688
1273339273	20251110	202511	2025	2025.8493	CHEGOV	SWITZERLAND	CHE					GOV													1	111	111	11	3	-2.0	1	1	1	13.6200716845878	1	Switzerland	SZ	SZ		47	8	SZ	0								1	Switzerland	SZ	SZ		47	8	SZ	20251110064500	https://www.campaignindia.in:443/article/swiss-beauty-launches-we-got-you-girl-celebrating-expressive-femininity/505688
1273339274	20251110	202511	2025	2025.8493	CHEGOV	SWITZERLAND	CHE					GOV			CHE	SWITZERLAND	CHE								1	013	013	01	1	0.4	2	1	2	13.6200716845878	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20251110064500	https://www.campaignindia.in:443/article/swiss-beauty-launches-we-got-you-girl-celebrating-expressive-femininity/505688
1273339275	20251110	202511	2025	2025.8493	CHEGOV	SWITZERLAND	CHE					GOV			CHE	SWITZERLAND	CHE								1	111	111	11	3	-2.0	1	1	1	13.6200716845878	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20251110064500	https://www.campaignindia.in:443/article/swiss-beauty-launches-we-got-you-girl-celebrating-expressive-femininity/505688
1273339276	20251110	202511	2025	2025.8493	CHL	CHILE	CHL																		0	010	010	01	1	0.0	4	1	4	1.90311418685121	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	0								4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	20251110064500	https://www.sommelierindia.com/how-montes-rewrote-chiles-wine-story/
1273339277	20251110	202511	2025	2025.8493	CHL	CHILE	CHL																		0	043	043	04	1	2.8	10	1	10	1.90311418685121	4	Maipo, Regióetropolitana, Chile	CI	CI12	22379	-33.7333	-70.7833	-891293	0								4	Maipo, Regióetropolitana, Chile	CI	CI12	22379	-33.7333	-70.7833	-891293	20251110064500	https://www.sommelierindia.com/how-montes-rewrote-chiles-wine-story/
1273339278	20251110	202511	2025	2025.8493	CHL	CHILE	CHL																		0	051	051	05	1	3.4	10	1	10	1.90311418685121	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	0								4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	20251110064500	https://www.sommelierindia.com/how-montes-rewrote-chiles-wine-story/
1273339279	20251110	202511	2025	2025.8493	CHN	NINGBO	CHN																		1	012	012	01	1	-0.4	4	1	4	0.3125	4	Ningbo, Zhejiang, China	CH	CH02	13327	29.8782	121.549	-1920233	0								5	Zhejiang, Zhejiang, China	CH	CH02	13325	29	120	-1938694	20251110064500	http://maritime-executive.com/article/chinese-48th-escort-group-takes-over-in-djibouti
1273339280	20251110	202511	2025	2025.8493	CHN	CHINA	CHN																		1	012	012	01	1	-0.4	6	1	6	0.3125	4	Gaoyouhu, Jiangsu, China	CH	CH04	13153	32.9936	119.222	11427067	0								5	Zhejiang, Zhejiang, China	CH	CH02	13325	29	120	-1938694	20251110064500	http://maritime-executive.com/article/chinese-48th-escort-group-takes-over-in-djibouti
1273339281	20251110	202511	2025	2025.8493	CHN	CHINA	CHN								AFR	AFRICA	AFR								0	111	111	11	3	-2.0	1	1	1	-4.97737556561085	4	Potchefstroom, North-West, South Africa	SF	SF10	77350	-26.7167	27.1	-1273530	4	Potchefstroom, North-West, South Africa	SF	SF10	77350	-26.7167	27.1	-1273530	4	Potchefstroom, North-West, South Africa	SF	SF10	77350	-26.7167	27.1	-1273530	20251110064500	https://www.citizen.co.za/news/south-africa/politics/anc-blasts-trump-over-racist-remarks-and-g20-summit-boycott/
1273339282	20251110	202511	2025	2025.8493	CHN	CHINA	CHN								AFR	AFRICA	AFR								0	111	111	11	3	-2.0	3	1	3	-4.97737556561085	1	China	CH	CH		35	105	CH	4	Potchefstroom, North-West, South Africa	SF	SF10	77350	-26.7167	27.1	-1273530	4	Potchefstroom, North-West, South Africa	SF	SF10	77350	-26.7167	27.1	-1273530	20251110064500	https://www.citizen.co.za/news/south-africa/politics/anc-blasts-trump-over-racist-remarks-and-g20-summit-boycott/
1273339283	20251110	202511	2025	2025.8493	CHN	CHINA	CHN								GOV	PREMIER						GOV			0	040	040	04	1	1.0	10	1	10	0	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251110064500	https://www.theamericanconservative.com/no-blackwell-chips-for-beijing/
1273339284	20251110	202511	2025	2025.8493	CHN	CHINA	CHN								GOV	PREMIER						GOV			0	043	043	04	1	2.8	8	1	8	0	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251110064500	https://www.theamericanconservative.com/no-blackwell-chips-for-beijing/
1273339285	20251110	202511	2025	2025.8493	CHN	CHINA	CHN								GOV	PREMIER						GOV			0	043	043	04	1	2.8	2	1	2	0	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251110064500	https://www.theamericanconservative.com/no-blackwell-chips-for-beijing/
1273339286	20251110	202511	2025	2025.8493	CHN	CHINA	CHN								IND	MUMBAI	IND								1	043	043	04	1	2.8	2	1	2	9.14127423822716	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20251110064500	https://www.newkerala.com/news/o/divyanka-tripathi-vivek-dahiyas-china-trip-includes-late-night-984
1273339287	20251110	202511	2025	2025.8493	CHN	CHINA	CHN								MNCUSA	NVIDIA	USA					MNC			1	043	043	04	1	2.8	10	1	10	4.08163265306122	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20251110064500	https://technode.com/2025/11/10/nvidia-ceo-visits-taiwan-to-secure-additional-ai-chip-orders/
1273339288	20251110	202511	2025	2025.8493	CHN	CHINA	CHN								MNCUSA	NVIDIA	USA					MNC			0	112	112	11	3	-2.0	3	1	3	0	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251110064500	https://www.theamericanconservative.com/no-blackwell-chips-for-beijing/
1273339289	20251110	202511	2025	2025.8493	CHN	CHINA	CHN								NGA	NIGERIA	NGA								1	030	030	03	1	4.0	4	1	4	-2.27272727272727	1	China	CH	CH		35	105	CH	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	1	China	CH	CH		35	105	CH	20251110064500	https://thenationonlineng.net/edo-museum-cancels-preview-event-as-suspected-thugs-invade-premises/
1273339290	20251110	202511	2025	2025.8493	CHN	CHINA	CHN								NGA	NIGERIA	NGA								1	030	030	03	1	4.0	1	1	1	-2.27272727272727	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20251110064500	https://thenationonlineng.net/edo-museum-cancels-preview-event-as-suspected-thugs-invade-premises/
1273339291	20251110	202511	2025	2025.8493	CHRANG001	ANGLICAN				CHR					JAM	JAMAICA	JAM								0	040	040	04	1	1.0	4	1	4	-1.61550888529887	4	Black River, Saint Elizabeth, Jamaica	JM	JM11	18428	18.026	-77.8474	-3750937	4	Black River, Saint Elizabeth, Jamaica	JM	JM11	18428	18.026	-77.8474	-3750937	4	Black River, Saint Elizabeth, Jamaica	JM	JM11	18428	18.026	-77.8474	-3750937	20251110064500	https://jamaica-gleaner.com/article/news/20251110/requiem-historic-buildings-black-river
1273339292	20251110	202511	2025	2025.8493	CHRANG001	ANGLICAN				CHR					MUS	BLACK RIVER	MUS								0	040	040	04	1	1.0	2	1	2	-1.61550888529887	4	Black River, Saint Elizabeth, Jamaica	JM	JM11	18428	18.026	-77.8474	-3750937	4	Black River, Saint Elizabeth, Jamaica	JM	JM11	18428	18.026	-77.8474	-3750937	4	Black River, Saint Elizabeth, Jamaica	JM	JM11	18428	18.026	-77.8474	-3750937	20251110064500	https://jamaica-gleaner.com/article/news/20251110/requiem-historic-buildings-black-river
1273339293	20251110	202511	2025	2025.8493	COP	POLICE						COP													1	042	042	04	1	1.9	10	1	10	-4.65116279069768	4	Dandenong, Victoria, Australia	AS	AS07	5379	-37.9833	145.2	-1568875	0								4	Dandenong, Victoria, Australia	AS	AS07	5379	-37.9833	145.2	-1568875	20251110064500	https://www.9news.com.au/national/dandenong-creek-woman-and-child-drowning/cd6fb474-533a-401c-af01-2e84dfa5066e
1273339294	20251110	202511	2025	2025.8493	COP	POLICE						COP													0	042	042	04	1	1.9	6	1	6	0.08410428931876	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20251110064500	https://www.tribtoday.com/news/local-news/2025/11/howland-grad-spent-24-years-in-air-force-reserve/
1273339295	20251110	202511	2025	2025.8493	COP	POLICE						COP													0	042	042	04	1	1.9	2	1	2	0.08410428931876	3	Youngstown, Florida, United States	US	USFL	FL005	30.3644	-85.4383	293605	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20251110064500	https://www.tribtoday.com/news/local-news/2025/11/howland-grad-spent-24-years-in-air-force-reserve/
1273339296	20251110	202511	2025	2025.8493	COP	POLICE						COP													0	042	042	04	1	1.9	2	1	2	0.08410428931876	3	Youngstown, Florida, United States	US	USFL	FL005	30.3644	-85.4383	293605	0								3	Youngstown, Florida, United States	US	USFL	FL005	30.3644	-85.4383	293605	20251110064500	https://www.tribtoday.com/news/local-news/2025/11/howland-grad-spent-24-years-in-air-force-reserve/
1273339297	20251110	202511	2025	2025.8493	COP	POLICE						COP													1	090	090	09	2	-2.0	10	1	10	-7.6530612244898	4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	0								4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	20251110064500	https://www.dailymail.co.uk/news/article-15275661/baby-death-Sebastopol-Ballarat.html
1273339298	20251110	202511	2025	2025.8493	COP	POLICE						COP													1	090	090	09	2	-2.0	15	1	10	-4.65116279069768	4	Dandenong, Victoria, Australia	AS	AS07	5379	-37.9833	145.2	-1568875	0								4	Dandenong, Victoria, Australia	AS	AS07	5379	-37.9833	145.2	-1568875	20251110064500	https://www.9news.com.au/national/dandenong-creek-woman-and-child-drowning/cd6fb474-533a-401c-af01-2e84dfa5066e
1273339299	20251110	202511	2025	2025.8493	COP	ARMED POLICE						COP													1	090	090	09	2	-2.0	2	1	2	2.25140712945591	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20251110064500	https://timesofindia.indiatimes.com/education/news/ssc-revolutionizes-exam-process-candidates-to-pick-their-own-city-and-date-for-je-si-2025-recruitment-drive/articleshow/125215669.cms
1273339300	20251110	202511	2025	2025.8493	COP	POLICE						COP													1	090	090	09	2	-2.0	10	1	10	-5.85106382978724	4	Vizag, Andhra Pradesh, India	IN	IN02	17566	17.7	83.3	-2114520	0								4	Vizag, Andhra Pradesh, India	IN	IN02	17566	17.7	83.3	-2114520	20251110064500	https://www.yovizag.com/vizag-news-woman-charged-with-killing-her-mother-in-law/
1273339301	20251110	202511	2025	2025.8493	COP	POLICE						COP													1	091	091	09	2	-2.0	10	1	10	-7.6530612244898	4	Sebastopol, Victoria, Australia	AS	AS07	5377	-37.6	143.85	-1599911	0								4	Sebastopol, Victoria, Australia	AS	AS07	5377	-37.6	143.85	-1599911	20251110064500	https://www.dailymail.co.uk/news/article-15275661/baby-death-Sebastopol-Ballarat.html
1273339302	20251110	202511	2025	2025.8493	COP	POLICE						COP													0	114	114	11	3	-2.0	10	1	10	-4.11700975081256	3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	0								3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	20251110064500	http://www.rightspeak.net/2025/11/the-fall-of-black-lives-matter.html
1273339303	20251110	202511	2025	2025.8493	COP	POLICE						COP													1	173	173	17	4	-5.0	10	1	10	-3.79008746355685	4	Kulgam, Jammu and Kashmir, India	IN	IN12	72813	33.65	75.0167	-2101830	0								4	Kulgam, Jammu and Kashmir, India	IN	IN12	72813	33.65	75.0167	-2101830	20251110064500	https://aninews.in/news/national/general-news/j-k-police-recovers-huge-cache-of-ied-explosives-from-haryanas-faridabad20251110110030/
1273339304	20251110	202511	2025	2025.8493	COP	POLICE						COP													1	190	190	19	4	-10.0	3	1	3	-7.98479087452471	1	Albania	AL	AL		41	20	AL	0								1	Albania	AL	AL		41	20	AL	20251110064500	https://www.birminghammail.co.uk/news/midlands-news/birmingham-crypto-investor-girlfriend-split-32832028
1273339305	20251110	202511	2025	2025.8493	COP	POLICE						COP													1	190	190	19	4	-10.0	10	1	10	-7.98479087452471	1	Latvia	LG	LG		57	25	LG	0								1	Latvia	LG	LG		57	25	LG	20251110064500	https://www.birminghammail.co.uk/news/midlands-news/birmingham-crypto-investor-girlfriend-split-32832028
1273339306	20251110	202511	2025	2025.8493	COP	POLICE						COP													1	192	192	19	4	-9.5	4	1	4	7.9696394686907	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20251110064500	https://www.hindustantimes.com/entertainment/bollywood/fans-can-t-stop-praising-shah-rukh-khan-after-his-respectful-gesture-toward-a-woman-police-officer-101762751968214.html
1273339307	20251110	202511	2025	2025.8493	COP	POLICE						COP			ALB	ALBANIA	ALB								1	190	190	19	4	-10.0	3	1	3	-7.98479087452471	1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	20251110064500	https://www.birminghammail.co.uk/news/midlands-news/birmingham-crypto-investor-girlfriend-split-32832028
1273339308	20251110	202511	2025	2025.8493	COP	POLICE						COP			AUSHLH	MELBOURNE	AUS					HLH			1	010	010	01	1	0.0	5	1	5	-7.6530612244898	4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	20251110064500	https://www.dailymail.co.uk/news/article-15275661/baby-death-Sebastopol-Ballarat.html
1273339309	20251110	202511	2025	2025.8493	COP	POLICE						COP			CVL	VILLAGE						CVL			1	043	043	04	1	2.8	5	1	5	-2.47933884297521	0								0								0								20251110064500	https://www.stabroeknews.com/2025/11/10/news/guyana/two-yr-old-moraikobai-boy-drowns-in-creek/
1273339310	20251110	202511	2025	2025.8493	COP	ARMED POLICE						COP			CVL	ENGINEER						CVL			1	090	090	09	2	-2.0	8	1	8	2.25140712945591	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20251110064500	https://timesofindia.indiatimes.com/education/news/ssc-revolutionizes-exam-process-candidates-to-pick-their-own-city-and-date-for-je-si-2025-recruitment-drive/articleshow/125215669.cms
1273339311	20251110	202511	2025	2025.8493	COP	POLICE						COP			GUY	STABROEK	GUY								1	080	080	08	2	5.0	10	1	10	-6.2111801242236	0								0								0								20251110064500	https://www.stabroeknews.com/2025/11/10/news/guyana/parents-demanding-justice-in-dv-stabbing-death-of-son/
1273339312	20251110	202511	2025	2025.8493	COP	POLICE						COP			JOR	JORDAN	JOR								1	190	190	19	4	-10.0	3	1	3	-7.98479087452471	1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	20251110064500	https://www.birminghammail.co.uk/news/midlands-news/birmingham-crypto-investor-girlfriend-split-32832028
1273339313	20251110	202511	2025	2025.8493	COP	POLICE						COP			JUD	LAWYER						JUD			1	010	010	01	1	0.0	20	2	20	-1.83712683712683	0								0								0								20251110064500	https://www.baltimoresun.com/2025/11/10/asking-eric-aggressive-neighbor-claims-seniors-are-harassing-him/
1273339314	20251110	202511	2025	2025.8493	COP	POLICE						COP			kasHLH	KASHMIRI			kas			HLH			1	173	173	17	4	-5.0	10	1	10	-2.47933884297521	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20251110064500	https://m.rediff.com/news/commentary/2025/nov/10/liveupdates.htm
1273339315	20251110	202511	2025	2025.8493	CRM	CRIMINAL						CRM													0	010	010	01	1	0.0	10	1	10	-4.11700975081256	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251110064500	http://www.rightspeak.net/2025/11/the-fall-of-black-lives-matter.html
1273339316	20251110	202511	2025	2025.8493	CRM	SNATCHER						CRM													1	043	043	04	1	2.8	6	1	6	-0.56818181818182	4	Chandru, Himachal Pradesh, India	IN	IN11	72809	32.9167	76.25	-2092835	0								4	Chandru, Himachal Pradesh, India	IN	IN11	72809	32.9167	76.25	-2092835	20251110064500	https://www.newkerala.com/news/o/keerthy-sureshs-revolver-rita-hit-screens-november-28-455
